,Administrative ID,Violation Name,Violation Date,Violation Location,Joining Date,Original Fine Amount,Black Points,Section_y,Gender,Nationality,Original Revenue,Earned Revenue,Commission,Net Pay,Ov Pmt,Traffic Fines,exp,age,exp_violation,exp_violation_yr,month
10,2210096.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 07:18:19,Investigation Office,2021-03-21,200,3,Commission Taxi Services      ,M,Bangladesh                    ,9975.666666666666,4340.87,651.1305,1091.9691666666668,43.07500000000001,120.0,31.0,26.0,21.0,1.0,12.0
11,2220558.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 07:19:20,Investigation Office,2022-04-27,200,3,Commission Taxi Services      ,M,Nigeria                       ,11442.288333333332,7790.75,1558.1500000000003,901.0825,-41.6175,473.3333333333333,18.0,41.0,8.0,0.0,12.0
12,2140947.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 07:20:21,Investigation Office,2014-07-09,200,3,Lady Taxi Services            ,F,Ethiopia                      ,14170.003333333334,7768.600000000001,2330.58,2138.0558333333333,0.0,227.5,111.0,41.0,101.0,8.0,12.0
13,2200699.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 07:22:23,Investigation Office,2020-07-16,100,1,Commission Taxi Services      ,M,Pakistan                      ,11662.549166666666,9520.74,2380.185,1267.0216666666668,1592.8049999999996,408.3333333333333,39.0,29.0,29.0,2.0,12.0
14,2141511.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 07:25:26,Investigation Office,2014-11-04,200,3,Commission Taxi Services      ,M,Phillippines                  ,18085.439166666667,9289.64,2322.41,3637.379166666667,0.0,123.33333333333333,107.0,52.0,97.0,8.0,12.0
15,2170134.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 07:27:28,Investigation Office,2017-01-22,300,4,Commission Taxi Services      ,M,Ethiopia                      ,17414.001666666667,10851.67,3255.501,3246.741666666667,0.0,85.0,81.0,36.0,71.0,5.0,12.0
16,2070633.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 07:28:29,Investigation Office,2007-10-16,100,2,Family Van Services           ,M,Egypt                         ,24228.877,13693.221,4824.43033,3712.382,0.0,343.0,192.0,45.0,182.0,15.0,12.0
17,2223032.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 07:29:30,Investigation Office,2022-09-29,100,1,Commission Taxi Services      ,M,Nepal                         ,15817.533333333333,10465.08,3139.524,1837.6875,0.0,170.0,13.0,45.0,3.0,0.0,12.0
18,2221406.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 07:32:33,Investigation Office,2022-07-05,200,3,Al Qouz Taxi service          ,M,Bangladesh                    ,14319.540833333333,9203.9,2300.975,0.0,-1244.82,521.6666666666666,15.0,30.0,5.0,0.0,12.0
19,2210168.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 07:34:35,Investigation Office,2021-08-25,100,2,Commission Taxi Services      ,M,Pakistan                      ,15058.876666666665,8245.23,2061.3075,2229.2225,0.0,111.66666666666667,26.0,35.0,16.0,1.0,12.0
20,2130062.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 07:35:36,Investigation Office,2013-02-25,200,3,Commission Taxi Services      ,M,Pakistan                      ,14702.193333333335,11028.61,3308.583,3291.4483333333333,0.0,123.33333333333333,128.0,41.0,118.0,9.0,12.0
21,2161502.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 07:36:37,Investigation Office,2016-07-30,200,3,Commission Taxi Services      ,M,Pakistan                      ,19436.3,12124.49,4243.5715,3959.5308333333337,0.0,25.0,87.0,43.0,77.0,6.0,12.0
22,2070331.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 07:37:38,Investigation Office,2007-06-24,100,2,Commission Taxi Services      ,M,India                         ,16233.081666666667,10097.94,2524.485,3055.7858333333334,326.905,124.58333333333333,196.0,59.0,186.0,15.0,12.0
23,2091502.0,1-11 Stop in unpermitted or No parking zones,2022-12-31 07:38:39,Investigation Office,2009-09-13,100,0,Family Van Services           ,M,Egypt                         ,6536.291666666667,1586.99,0.0,3534.5925,307.495,8.333333333333334,169.0,42.0,159.0,13.0,12.0
24,2201489.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 07:40:41,Investigation Office,2020-12-27,200,3,Lady Taxi Services            ,F,Uganda                        ,15498.833333333334,11762.88,4117.008,262.09250000000003,-1201.0375,280.0,34.0,33.0,24.0,2.0,12.0
25,2191545.0,1-31 Drive the vehicle in the opposite direction or reverse to the opposite direction Dangerously,2022-12-31 07:46:47,Investigation Office,2019-10-22,100,2,Commission Taxi Services      ,M,Pakistan                      ,11298.778181818181,8240.6,2060.15,2218.4518181818185,0.0,325.45454545454544,48.0,30.0,38.0,3.0,12.0
26,2221622.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 07:47:48,Investigation Office,2022-08-08,100,1,Al Qouz Taxi service          ,M,Bangladesh                    ,17608.22909090909,0.0,0.0,395.07545454545453,-1151.9345454545455,1252.2727272727273,14.0,44.0,4.0,0.0,12.0
27,2221246.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 07:52:53,Investigation Office,2022-06-16,100,2,Al Qouz Taxi service          ,M,Bangladesh                    ,14174.143333333333,9128.84,2282.21,1124.9441666666667,0.0,226.25,16.0,27.0,6.0,0.0,12.0
28,2220132.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 07:54:55,Investigation Office,2022-02-09,100,2,VIP Limousine Service         ,M,Pakistan                      ,15256.749166666666,0.0,0.0,2855.424166666667,0.0,345.0,20.0,25.0,10.0,0.0,12.0
29,2200610.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 08:00:01,Investigation Office,2020-07-08,100,1,Commission Taxi Services      ,M,Pakistan                      ,6416.8,4453.486,1202.6467,0.0,-2842.624,278.0,39.0,28.0,29.0,2.0,12.0
30,2191868.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:01:02,Investigation Office,2019-11-28,200,3,Commission Taxi Services      ,M,Bangladesh                    ,18526.859166666665,11266.14,3379.842,4020.5925,0.0,131.66666666666666,47.0,38.0,37.0,3.0,12.0
31,2141081.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:02:03,Investigation Office,2014-08-04,200,3,Lady Taxi Services            ,F,Kenya                         ,19172.666666666668,9889.3,3461.2549999999997,3574.4558333333334,0.0,103.33333333333333,110.0,46.0,100.0,8.0,12.0
32,2191219.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:04:05,Investigation Office,2019-09-05,200,3,Commission Taxi Services      ,M,Nepal                         ,21871.872499999998,12449.83,4357.4405,4941.745,0.0,280.0,49.0,44.0,39.0,3.0,12.0
33,2152227.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:06:07,Investigation Office,2015-11-25,300,4,Commission Taxi Services      ,M,Pakistan                      ,15500.325833333334,8797.63,2199.4075,1894.3799999999999,0.0,145.0,95.0,47.0,85.0,7.0,12.0
34,2200200.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 08:07:08,Investigation Office,2020-02-10,100,2,Commission Taxi Services      ,M,Pakistan                      ,7882.136363636364,5215.9118181818185,692.4031363636363,0.0,145.4509090909091,185.45454545454547,44.0,32.0,34.0,2.0,12.0
35,2221562.0,1-06 Obstruct the traffic movement,2022-12-31 08:08:09,Investigation Office,2022-07-28,100,1,Commission Taxi Services      ,M,Rwanda                        ,10886.916666666666,4430.23,443.02299999999997,944.5225,0.0,233.33333333333334,15.0,36.0,5.0,0.0,12.0
36,2210227.0,1-32 Display of any of uncivilized behaviors during the working hours,2022-12-31 08:11:12,Investigation Office,2021-10-10,100,2,Commission Taxi Services      ,M,Bangladesh                    ,10110.522222222222,6454.277777777777,1676.1091666666666,1397.2666666666667,399.99333333333334,35.0,24.0,29.0,14.0,1.0,12.0
37,2181058.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 08:12:13,Investigation Office,2018-05-20,100,2,Commission Taxi Services      ,M,Pakistan                      ,13262.0675,9712.56,2428.14,0.0,-1067.6125,332.9166666666667,65.0,47.0,55.0,4.0,12.0
38,2220121.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 08:13:14,Investigation Office,2022-02-09,200,2,Commission Taxi Services      ,M,Bangladesh                    ,14733.900833333333,9460.01,2365.0025,19.854166666666668,-472.41,410.8333333333333,20.0,29.0,10.0,0.0,12.0
39,2120587.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 08:14:15,Investigation Office,2012-12-25,100,1,Commission Taxi Services      ,M,Bangladesh                    ,12042.82,5286.34,792.951,1714.7266666666667,94.4175,258.3333333333333,130.0,42.0,120.0,10.0,12.0
40,2180467.0,1-48 Delay or failure to deliver the found items to the concerned authorities after his shift ends by 12 hours,2022-12-31 08:15:16,Investigation Office,2018-03-07,100,2,Commission Taxi Services      ,M,Pakistan                      ,9536.90625,8342.63,1668.526,0.0,-145.55624999999995,325.0,67.0,32.0,57.0,4.0,12.0
41,2221221.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:16:17,Investigation Office,2022-07-20,200,3,Lady Taxi Services            ,F,Ethiopia                      ,14323.126666666665,6249.259999999999,1562.3149999999998,665.3675,-461.115,335.4166666666667,15.0,36.0,5.0,0.0,12.0
42,2141525.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 08:19:20,Investigation Office,2014-11-12,100,2,Al Qouz Taxi service          ,M,Bangladesh                    ,16513.51166666667,0.0,0.0,2962.3591666666666,612.3875,772.5,107.0,50.0,97.0,8.0,12.0
43,2220898.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 08:20:21,Investigation Office,2022-06-01,100,1,Commission Taxi Services      ,M,Nigeria                       ,16461.083333333332,11108.35,3332.5049999999997,2642.648333333333,0.0,594.1666666666666,16.0,37.0,6.0,0.0,12.0
44,2001681.0,"1-47 Refuse to use the vehicle attached devices, that must be operated",2022-12-31 08:21:22,Investigation Office,2001-06-30,100,2,Commission Taxi Services      ,M,Yemen                         ,18881.35,11700.044,3988.3788,2749.585,0.0,315.0,268.0,64.0,258.0,21.0,12.0
45,2150863.0,1-31 Drive the vehicle in the opposite direction or reverse to the opposite direction Dangerously,2022-12-31 08:22:23,Investigation Office,2015-05-26,100,2,VIP Limousine Service         ,M,Bangladesh                    ,14656.495732655474,12616.4660383692,4415.76311342922,3902.6141666666667,0.0,86.25,101.0,38.0,91.0,7.0,12.0
46,2200283.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 08:23:24,Investigation Office,2020-02-23,100,2,Commission Taxi Services      ,M,Pakistan                      ,14569.685,8868.95,2217.2375,2175.8658333333333,0.0,175.83333333333334,44.0,36.0,34.0,2.0,12.0
47,2180700.0,1-08 Drive a vehicle without lighting on,2022-12-31 08:26:27,Investigation Office,2018-04-09,100,1,Commission Taxi Services      ,M,Pakistan                      ,15239.965833333334,10145.82,3043.7460000000005,3115.9391666666666,738.7425,64.16666666666667,66.0,30.0,56.0,4.0,12.0
48,2192052.0,"1-27 Drop off the customer at the wrong location or refuse to execute the customer's requests, as long as such request does not harm driver or the vehicle",2022-12-31 08:28:29,Investigation Office,2019-12-24,100,1,Commission Taxi Services      ,M,Uganda                        ,11654.823333333334,6297.170000000001,944.5755,0.0,166.965,336.25,46.0,33.0,36.0,3.0,12.0
49,990089.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 08:35:36,Investigation Office,1999-06-15,100,2,Commission Taxi Services      ,M,Sudan                         ,17635.784166666668,11333.01,3966.5535,2299.4474999999998,0.0,396.25,292.0,65.0,282.0,23.0,12.0
50,2130382.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:38:39,Investigation Office,2013-06-17,200,3,Commission Taxi Services      ,M,India                         ,20354.585833333334,13325.12,4663.792,4509.275833333333,0.0,85.83333333333333,124.0,45.0,114.0,9.0,12.0
51,2140457.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 08:48:49,Investigation Office,2014-04-17,100,2,Commission Taxi Services      ,M,Bangladesh                    ,20309.2925,8433.37,2108.3425,4051.7333333333336,0.0,437.9166666666667,114.0,49.0,104.0,8.0,12.0
52,2172296.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:49:50,Investigation Office,2017-09-14,200,3,Commission Taxi Services      ,M,Bangladesh                    ,15717.511666666667,3438.18,515.727,3005.4891666666667,0.0,86.66666666666667,73.0,44.0,63.0,5.0,12.0
53,2161115.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 08:52:53,Investigation Office,2016-10-18,400,5,Commission Taxi Services      ,M,Pakistan                      ,19738.423333333332,9298.36,2324.59,3438.084166666667,0.0,260.8333333333333,84.0,32.0,74.0,6.0,12.0
54,2220908.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 08:53:54,Investigation Office,2022-06-30,100,2,Commission Taxi Services      ,M,Bangladesh                    ,14256.191666666666,7351.06,2205.318,0.0,-1250.5275,991.25,16.0,47.0,6.0,0.0,12.0
55,2130682.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 08:55:56,Investigation Office,2013-08-22,100,2,Al Qouz Taxi service          ,M,Bangladesh                    ,13105.4975,10486.85,2621.7125,2448.7391666666667,0.0,61.666666666666664,122.0,38.0,112.0,9.0,12.0
56,2120571.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 08:56:57,Investigation Office,2012-12-24,100,1,VIP Limousine Service         ,M,Bangladesh                    ,12259.892499964999,13820.18,4837.063,2789.519166666667,9.05,188.33333333333334,130.0,34.0,120.0,10.0,12.0
57,2223200.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 08:57:58,Investigation Office,2022-10-13,100,2,Commission Taxi Services      ,M,Guinea                        ,11271.355238095237,2266.09,339.9135,793.5899999999999,0.0,72.85714285714286,12.0,33.0,2.0,0.0,12.0
58,2220524.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 09:03:04,Investigation Office,2022-04-14,300,4,Commission Taxi Services      ,M,Egypt                         ,12083.25,7459.399999999999,1491.88,0.0,-737.7075,521.6666666666666,18.0,49.0,8.0,0.0,12.0
59,2160116.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:06:07,Investigation Office,2016-02-17,100,2,Commission Taxi Services      ,M,Ethiopia                      ,19615.135833333334,7421.649999999999,1855.4124999999997,3931.2341666666666,0.0,180.0,92.0,35.0,82.0,6.0,12.0
60,2050458.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:08:09,Investigation Office,2005-07-27,100,2,Commission Taxi Services      ,M,Yemen                         ,14489.9925,10563.85,3169.155,1644.4141666666667,216.17500000000004,281.6666666666667,219.0,60.0,209.0,17.0,12.0
61,2181360.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 09:10:11,Investigation Office,2018-09-19,200,3,Family Van Services           ,M,Egypt                         ,21045.712499999998,11557.18,4045.0130000000004,3399.3325,0.0,16.666666666666668,61.0,35.0,51.0,4.0,12.0
62,2191379.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:11:12,Investigation Office,2019-09-29,100,2,Commission Taxi Services      ,M,Pakistan                      ,9827.128888888888,6382.282222222222,1674.515222222222,1046.0622222222223,0.0,326.1111111111111,49.0,40.0,39.0,3.0,12.0
63,2140314.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:18:19,Investigation Office,2014-03-26,200,3,Commission Taxi Services      ,M,Bangladesh                    ,12736.396666666667,10496.2,3148.86,2115.5141666666664,-146.475,91.66666666666667,115.0,37.0,105.0,8.0,12.0
64,2192040.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:19:20,Investigation Office,2019-12-24,200,3,Al Qouz Taxi service          ,M,Pakistan                      ,6335.849999999999,4233.498333333333,980.3236666666667,0.0,-1067.94,883.3333333333334,46.0,32.0,36.0,3.0,12.0
65,2170076.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:20:21,Investigation Office,2017-01-12,100,2,Family Van Services           ,M,Pakistan                      ,18678.875,7418.079999999999,2225.424,3363.7408333333333,0.0,122.91666666666667,81.0,28.0,71.0,5.0,12.0
66,2170791.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:24:25,Investigation Office,2017-03-21,100,2,Commission Taxi Services      ,M,Ethiopia                      ,11515.5,7680.09,1536.018,1807.5874999999999,0.0,50.0,79.0,55.0,69.0,5.0,12.0
67,2200494.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 09:25:26,Investigation Office,2020-03-09,200,3,Commission Taxi Services      ,M,Pakistan                      ,8544.2575,881.38,44.068999999999996,0.0,742.08,220.0,43.0,31.0,33.0,2.0,12.0
68,2140111.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:27:28,Investigation Office,2014-01-28,100,2,Commission Taxi Services      ,M,India                         ,11480.33888888889,7728.324444444444,1514.1335555555556,0.0,-282.62,275.55555555555554,117.0,50.0,107.0,8.0,12.0
69,2180216.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:31:32,Investigation Office,2018-02-04,100,2,Commission Taxi Services      ,M,Pakistan                      ,19891.115,11185.15,3355.545,3379.8658333333333,0.0,153.33333333333334,68.0,32.0,58.0,4.0,12.0
70,2180049.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:32:33,Investigation Office,2018-02-06,200,3,Commission Taxi Services      ,M,Nigeria                       ,19412.05,11378.769999999999,3982.5695,3623.2816666666663,0.0,458.3333333333333,68.0,49.0,58.0,4.0,12.0
71,2200677.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 09:33:34,Investigation Office,2020-07-21,100,1,Commission Taxi Services      ,M,Pakistan                      ,18901.3,10860.1,3258.03,3762.875,0.0,351.25,39.0,27.0,29.0,2.0,12.0
72,2162318.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 09:34:35,Investigation Office,2016-11-24,100,1,Amira Limo Services           ,F,Egypt                         ,10091.383333333333,6453.16,1290.632,0.0,-2490.1275,1052.5,83.0,57.0,73.0,6.0,12.0
73,2221436.0,1-53 Non-compliance of the driver with the issued instructions or circulars by RTA,2022-12-31 09:35:36,Investigation Office,2022-07-13,200,3,Commission Taxi Services      ,M,India                         ,10444.862500000001,6650.0675,1113.8079166666666,40.416666666666664,-3058.6425,1273.75,15.0,35.0,5.0,0.0,12.0
74,2151174.0,1-48 Delay or failure to deliver the found items to the concerned authorities after his shift ends by 12 hours,2022-12-31 09:36:37,Investigation Office,2015-06-22,100,2,Commission Taxi Services      ,M,Pakistan                      ,16341.231666666667,10572.86,3171.858,2271.205,0.0,419.1666666666667,100.0,34.0,90.0,7.0,12.0
75,2220488.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:38:39,Investigation Office,2022-03-30,100,2,Commission Taxi Services      ,M,Pakistan                      ,14927.083333333334,10855.68,3256.704,3082.2433333333333,0.0,141.66666666666666,19.0,33.0,9.0,0.0,12.0
76,2131312.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:42:43,Investigation Office,2013-11-04,100,2,Commission Taxi Services      ,M,Egypt                         ,14925.271666666667,6482.16,2268.756,1946.3541666666667,381.73499999999996,242.08333333333334,119.0,54.0,109.0,9.0,12.0
77,2221617.0,1-43 Choose a longer route deliberately to increase the tariff more than 5 AED for the normal tariff of the trip,2022-12-31 09:45:46,Investigation Office,2022-08-04,100,1,Al Qouz Taxi service          ,M,Uganda                        ,14570.35,6331.66,1266.332,1675.2241666666666,0.0,255.83333333333334,14.0,26.0,4.0,0.0,12.0
78,2191740.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 09:48:49,Investigation Office,2019-11-17,200,3,Commission Taxi Services      ,M,Bangladesh                    ,12730.509090909092,0.0,0.0,0.0,1479.6163636363638,686.3636363636364,47.0,41.0,37.0,3.0,12.0
79,2130763.0,"1-28 Pick the wrong customer up after receiving the booking without an acceptable excuse, or Noncompliance with PTA instructions to execute the booking",2022-12-31 09:50:51,Investigation Office,2013-08-27,100,1,Commission Taxi Services      ,M,Bangladesh                    ,18128.069166666668,11058.6,3317.58,2344.7191666666668,0.0,53.333333333333336,122.0,43.0,112.0,9.0,12.0
80,2221608.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:52:53,Investigation Office,2022-07-28,100,2,Commission Taxi Services      ,M,Pakistan                      ,16810.484166666665,11185.89,3915.0615,3293.620833333333,0.0,549.1666666666666,15.0,25.0,5.0,0.0,12.0
81,2130884.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:56:57,Investigation Office,2013-09-16,300,4,Family Van Services           ,M,Bangladesh                    ,20869.958333333332,12939.58,4528.853,3578.285,406.26,93.33333333333333,121.0,41.0,111.0,9.0,12.0
82,2223469.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:57:58,Investigation Office,2022-10-28,100,2,Al Qouz Taxi service          ,M,Sri Lanka                     ,5987.918,4120.8769999999995,657.5032,0.0,134.536,232.0,12.0,47.0,2.0,0.0,12.0
83,2220169.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 09:58:59,Investigation Office,2022-02-23,100,2,Commission Taxi Services      ,M,Pakistan                      ,16721.950833333332,1032.28,206.456,2494.4066666666663,0.0,190.83333333333334,20.0,42.0,10.0,0.0,12.0
84,2223031.0,"1-36 Drive recklessly, or in a way that is dangerous to the public",2022-12-31 10:01:02,Investigation Office,2022-09-29,100,2,Commission Taxi Services      ,M,Cameroon                      ,14073.101666666667,8024.45,2006.1125,819.0500000000001,0.0,828.3333333333334,13.0,34.0,3.0,0.0,12.0
85,2162318.0,"1-47 Refuse to use the vehicle attached devices, that must be operated",2022-12-31 10:02:03,Investigation Office,2016-11-24,200,3,Amira Limo Services           ,F,Egypt                         ,10091.383333333333,6453.16,1290.632,0.0,-2490.1275,1052.5,83.0,57.0,73.0,6.0,12.0
86,2131312.0,1-34 Refuse to pick up or stop to the customer without acceptable excuse,2022-12-31 10:03:04,Investigation Office,2013-11-04,200,3,Commission Taxi Services      ,M,Egypt                         ,14925.271666666667,6482.16,2268.756,1946.3541666666667,381.73499999999996,242.08333333333334,119.0,54.0,109.0,9.0,12.0
87,2080205.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 10:06:07,Investigation Office,2008-03-07,200,3,Family Van Services           ,M,India                         ,22886.489166666666,0.0,0.0,4287.175,0.0,115.0,187.0,49.0,177.0,14.0,12.0
88,2221202.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 10:07:08,Investigation Office,2022-06-13,200,3,Commission Taxi Services      ,M,Nigeria                       ,16139.545,12000.33,4200.1155,2834.724166666667,0.0,357.0833333333333,16.0,41.0,6.0,0.0,12.0
89,2223138.0,"1-52 Misbehave with or abuse the customers, the public, colleagues or the RTA employees",2022-12-31 10:08:09,Investigation Office,2022-10-07,200,3,Commission Taxi Services      ,M,Pakistan                      ,9081.389523809523,5868.35,880.2525,94.09380952380951,-2527.9457142857145,1127.3809523809523,12.0,30.0,2.0,0.0,12.0
90,2110159.0,1-42 Demand an amount or rate that is more than the assigned rate (meter reading),2022-12-31 10:12:13,Investigation Office,2011-03-07,100,1,Commission Taxi Services      ,M,Bangladesh                    ,14372.304166666667,0.0,0.0,3275.49,0.0,89.16666666666667,151.0,39.0,141.0,11.0,12.0
